선수명,생년월일,출신교,출신,연도,팀명,평균자책점,경기,완투,완봉,승,패,세,홀,승률,타자,이닝,피안타,피홈런,볼넷,사구,탈삼진,실점,자책점
손용수,1979년 06월 16일,휘문고-고려대,한국,2004,롯데,0,1,0,0,0,0,0,0,0,8,2,0,0,2,1,0,0,0
손창현,1970년 01월 01일,청주고,한국,1989,빙그레,6.75,1,0,0,0,0,0,0,0,14,2 2/3,5,0,1,0,1,3,2
손혁,1973년 08월 01일,공주고-고려대-LG-해태-KIA,한국,1996,LG,6.1,3,0,0,1,0,0,0,1,49,10 1/3,14,1,6,0,4,7,7
손혁,1973년 08월 01일,공주고-고려대-LG-해태-KIA,한국,1997,LG,4.18,24,0,0,8,5,0,0,0.615,473,112,101,9,49,7,66,58,52
손혁,1973년 08월 01일,공주고-고려대-LG-해태-KIA,한국,1998,LG,3.7,28,0,0,11,8,0,0,0.579,595,143 1/3,136,17,40,10,88,66,59
손혁,1973년 08월 01일,공주고-고려대-LG-해태-KIA,한국,1999,LG,4.29,26,1,0,10,9,0,0,0.526,619,142 2/3,153,18,54,8,75,71,68
손혁,1973년 08월 01일,공주고-고려대-LG-해태-KIA,한국,2001,KIA,1.69,7,0,0,0,0,0,0,0,43,10 2/3,11,1,4,0,2,2,2
손혁,1973년 08월 01일,공주고-고려대-LG-해태-KIA,한국,2002,KIA,3.72,5,0,0,2,1,0,0,0.667,85,19 1/3,19,4,7,1,11,11,8
손혁,1973년 08월 01일,공주고-고려대-LG-해태-KIA,한국,2003,두산,3.65,12,0,0,4,6,0,0,0.4,253,61 2/3,60,9,9,5,27,29,25
손혁,1973년 08월 01일,공주고-고려대-LG-해태-KIA,한국,2004,두산,10.13,2,0,0,0,2,0,0,0,35,8,11,2,2,1,3,9,9
송광훈,1962년 08월 09일,일본 명지대,일본,1989,삼성,10.59,9,0,0,1,1,0,0,0.5,87,17,22,0,18,2,15,20,20
송광훈,1962년 08월 09일,일본 명지대,일본,1990,삼성,9.19,7,0,0,0,2,0,0,0,79,15 2/3,20,2,18,1,5,17,16
송유석,1966년 07월 16일,진흥고-해태-LG,한국,1987,해태,2.87,4,0,0,0,0,0,0,0,71,15 2/3,18,2,9,1,4,8,5
송유석,1966년 07월 16일,진흥고-해태-LG,한국,1988,해태,3.52,3,0,0,1,0,0,0,1,62,15 1/3,16,0,6,0,5,6,6
송유석,1966년 07월 16일,진흥고-해태-LG,한국,1989,해태,5.94,3,0,0,0,0,0,0,0,75,16 2/3,23,2,3,0,8,11,11
송유석,1966년 07월 16일,진흥고-해태-LG,한국,1990,해태,3.77,34,0,0,2,1,2,0,0.667,412,98,90,3,45,8,62,46,41
송유석,1966년 07월 16일,진흥고-해태-LG,한국,1991,해태,2.97,37,2,0,11,4,5,0,0.733,597,145 2/3,126,8,62,8,74,55,48
송유석,1966년 07월 16일,진흥고-해태-LG,한국,1992,해태,5.6,37,1,0,4,10,4,0,0.286,542,117 1/3,146,12,52,6,59,84,73
송유석,1966년 07월 16일,진흥고-해태-LG,한국,1993,해태,2.9,39,0,0,11,6,1,0,0.647,517,124 1/3,109,8,46,10,67,46,40
송유석,1966년 07월 16일,진흥고-해태-LG,한국,1994,해태,3.4,41,0,0,10,8,7,0,0.556,502,116 1/3,121,4,44,10,57,50,44
송유석,1966년 07월 16일,진흥고-해태-LG,한국,1995,해태,2.98,42,0,0,10,3,3,0,0.769,490,120 2/3,107,10,41,8,51,44,40
송유석,1966년 07월 16일,진흥고-해태-LG,한국,1996,해태,4.29,31,0,0,2,1,3,0,0.667,319,71 1/3,74,6,27,15,32,38,34
송유석,1966년 07월 16일,진흥고-해태-LG,한국,1997,LG,4.37,47,0,0,2,7,1,0,0.222,354,78 1/3,86,6,34,7,41,41,38
송유석,1966년 07월 16일,진흥고-해태-LG,한국,1998,LG,2.97,55,0,0,3,3,3,0,0.5,375,91,92,7,20,10,44,32,30
송유석,1966년 07월 16일,진흥고-해태-LG,한국,1999,LG,4.72,52,0,0,5,3,5,0,0.625,359,82,87,13,27,6,51,49,43
송유석,1966년 07월 16일,진흥고-해태-LG,한국,2000,한화,5.34,38,0,0,1,4,2,2,0.2,312,64,70,8,42,14,21,48,38
송유석,1966년 07월 16일,진흥고-해태-LG,한국,2001,한화,12,4,0,0,0,0,0,0,0,17,3,4,1,3,1,1,5,4
송재용,1972년 03월 14일,건국대,한국,1995,OB,4.87,17,0,0,3,3,1,0,0.5,266,61,59,1,33,0,40,40,33
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,1989,빙그레,2.81,35,5,2,9,10,9,0,0.474,659,156 2/3,116,7,88,5,97,57,49
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,1990,빙그레,1.82,50,0,0,11,7,27,0,0.611,503,128 1/3,80,2,54,0,102,29,26
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,1991,빙그레,2.78,36,11,1,11,10,11,0,0.524,747,184 1/3,142,13,65,7,126,67,57
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,1992,빙그레,3.25,48,4,1,19,8,17,0,0.704,815,191 1/3,157,17,97,4,130,79,69
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,1993,빙그레,3.72,25,0,0,7,7,8,0,0.5,313,72 2/3,64,8,32,3,53,40,30
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,1994,한화,3.92,33,3,0,9,10,10,0,0.474,580,133,119,10,59,5,90,76,58
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,1995,한화,3.2,26,7,1,13,8,0,0,0.619,781,183,165,11,75,4,121,78,65
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,1996,한화,3.25,31,5,0,15,9,0,0,0.625,885,213,185,18,84,10,160,80,77
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,1997,한화,4.6,27,5,1,6,12,0,0,0.333,636,146 2/3,156,17,49,12,73,85,75
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,1998,한화,4.79,24,1,0,6,10,0,0,0.375,498,114 2/3,125,19,43,3,72,66,61
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,1999,한화,4,35,8,2,15,5,6,0,0.75,792,186 2/3,180,24,61,3,132,99,83
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,2000,한화,3.4,28,2,1,13,2,4,1,0.867,574,135,121,19,56,5,105,60,51
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,2001,한화,3.84,37,1,0,10,8,2,0,0.556,814,185 1/3,181,20,86,9,139,99,79
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,2002,한화,2.99,31,8,1,18,7,0,0,0.72,905,220,199,16,54,11,165,82,73
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,2003,한화,3.12,42,1,0,9,7,7,2,0.563,534,129 2/3,111,9,40,6,93,48,45
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,2004,한화,3.61,28,1,0,11,8,1,0,0.579,729,172,162,19,44,7,100,73,69
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,2005,한화,3.81,23,1,1,11,7,0,0,0.611,551,127 2/3,126,13,42,7,88,61,54
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,2006,한화,3.6,26,0,0,8,8,0,0,0.5,624,147 1/3,147,10,47,9,94,64,59
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,2007,한화,4.54,42,0,0,2,2,1,10,0.5,150,35 2/3,34,5,10,1,29,19,18
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,2008,한화,4.48,31,1,0,6,8,0,2,0.429,582,132 2/3,141,13,62,6,73,72,66
송진우,1966년 02월 16일,증평초-세광중-세광고-동국대-빙그레-한화,한국,2009,한화,7.36,14,0,0,1,0,0,2,1,36,7 1/3,7,2,7,0,6,7,6
송현우,1981년 09월 16일,서흥초-대헌중-인천고-건국대,한국,2004,LG,3.6,6,0,0,0,0,0,0,0,24,5,4,0,7,0,0,3,2
송현우,1981년 09월 16일,서흥초-대헌중-인천고-건국대,한국,2005,LG,4.82,33,0,0,1,1,0,3,0.5,171,37 1/3,41,5,20,3,23,23,20
송현우,1981년 09월 16일,서흥초-대헌중-인천고-건국대,한국,2006,LG,20.25,3,0,0,0,0,0,0,0,35,5 1/3,14,0,5,2,4,12,12
송현우,1981년 09월 16일,서흥초-대헌중-인천고-건국대,한국,2007,LG,5.57,13,0,0,0,0,0,0,0,103,21,22,1,17,3,8,14,13
송현우,1981년 09월 16일,서흥초-대헌중-인천고-건국대,한국,2008,LG,3.12,15,0,0,0,0,0,0,0,72,17 1/3,15,1,5,1,11,6,6
스미스,1972년 11월 07일,미국 텍사스공대,미국,2003,SK,4.2,30,1,1,7,10,0,0,0.412,662,152,157,9,61,9,82,84,71
스미스,1969년 10월 21일,미국 인디애나주립대,미국,2005,두산,4.55,16,0,0,4,6,0,0,0.4,424,95,115,5,37,6,45,54,48
스코비,1979년 09월 01일,미국 루이지애나주립대,미국,2007,KIA,3.92,22,0,0,8,10,0,0,0.444,543,126 1/3,123,11,62,5,58,57,55
스코비,1979년 09월 01일,미국 루이지애나주립대,미국,2008,우리,6.95,11,0,0,2,5,0,0,0.286,264,55 2/3,81,6,24,3,25,47,43
스트롱,1962년 09월 09일,미국 UCR대,미국,1998,현대,2.95,53,0,0,6,5,27,0,0.545,262,58,64,4,29,2,54,20,19
신계석,1960년 09월 05일,경희대,한국,1983,MBC,9,1,0,0,0,0,0,0,0,13,2,5,0,1,0,0,3,2
신동민,1980년 03월 14일,성남고-경남대,한국,2003,현대,7.3,9,0,0,2,1,0,0,0.667,57,12 1/3,16,4,4,2,10,12,10
신동민,1980년 03월 14일,성남고-경남대,한국,2004,현대,0,1,0,0,0,0,0,0,0,8,1 2/3,2,0,1,0,2,0,0
신상윤,1972년 03월 22일,부천고,한국,1991,태평양,0,3,0,0,0,0,0,0,0,8,2 2/3,0,0,1,0,0,0,0
신상윤,1972년 03월 22일,부천고,한국,1992,태평양,5.93,16,0,0,0,2,0,0,0,127,27 1/3,30,1,18,0,13,24,18
신상윤,1972년 03월 22일,부천고,한국,1993,태평양,7.2,2,0,0,0,0,0,0,0,26,5,5,0,5,0,1,4,4
신상윤,1972년 03월 22일,부천고,한국,1994,태평양,13.5,1,0,0,0,0,0,0,0,8,1 1/3,4,0,0,0,0,2,2
신상윤,1972년 03월 22일,부천고,한국,1995,태평양,0,1,0,0,0,0,0,0,0,6,0,3,0,2,0,0,4,3
신상윤,1972년 03월 22일,부천고,한국,1996,현대,5.4,4,0,0,0,0,0,0,0,17,3 1/3,7,0,1,0,3,2,2
신상윤,1972년 03월 22일,부천고,한국,1997,현대,2.53,6,0,0,0,0,1,0,0,47,10 2/3,11,2,4,0,7,3,3
신성필,1976년 08월 17일,경북고,한국,1995,삼성,4.26,26,0,0,1,4,0,0,0.2,298,67 2/3,56,3,37,4,42,38,32
신성필,1976년 08월 17일,경북고,한국,1996,삼성,8.18,15,0,0,0,2,2,0,0,159,33,43,6,18,3,16,30,30
신영균,1974년 02월 16일,경북고-단국대-쌍방울,한국,1996,쌍방울,7.5,19,0,0,2,3,1,0,0.4,181,36,46,1,31,1,19,32,30
신영균,1974년 02월 16일,경북고-단국대-쌍방울,한국,1997,LG,12.6,4,0,0,0,0,0,0,0,26,5,8,2,2,2,2,7,7
신영균,1974년 02월 16일,경북고-단국대-쌍방울,한국,1998,LG,6.35,4,0,0,0,1,0,0,0,37,5 2/3,12,0,5,3,4,10,4
신영균,1974년 02월 16일,경북고-단국대-쌍방울,한국,1999,LG,3.74,11,0,0,1,0,0,0,1,89,21 2/3,21,3,6,1,14,9,9
신영균,1974년 02월 16일,경북고-단국대-쌍방울,한국,2000,LG,1.93,3,0,0,0,0,0,0,0,19,4 2/3,5,0,0,1,0,1,1
신완근,1966년 02월 14일,전주고-원광대,한국,1988,태평양,4.01,37,1,0,2,9,3,0,0.182,585,139,141,8,44,3,73,71,62
신완근,1966년 02월 14일,전주고-원광대,한국,1989,태평양,3.66,17,0,0,2,1,0,0,0.667,188,46 2/3,40,3,13,3,14,21,19
신완근,1966년 02월 14일,전주고-원광대,한국,1990,태평양,5.93,16,0,0,1,1,0,0,0.5,142,30 1/3,32,2,23,2,16,22,20
신완근,1966년 02월 14일,전주고-원광대,한국,1991,태평양,5.79,6,0,0,0,0,0,0,0,42,9 1/3,12,1,5,0,3,8,6
신완근,1966년 02월 14일,전주고-원광대,한국,1992,태평양,4.24,17,1,0,0,3,0,0,0,284,63 2/3,71,7,21,5,20,34,30
신완근,1966년 02월 14일,전주고-원광대,한국,1993,태평양,4.44,19,0,0,0,2,0,0,0,225,52 2/3,67,6,17,0,19,26,26
신원주,1976년 10월 14일,부산고-고려대,한국,2002,롯데,4.5,2,0,0,0,0,0,0,0,8,2,2,0,0,0,1,2,1
신재웅,1972년 10월 10일,공주고-경성대,한국,1995,한화,5.09,11,1,1,3,5,0,0,0.375,231,53,52,5,29,0,39,32,30
신재웅,1972년 10월 10일,공주고-경성대,한국,1996,한화,5.1,25,0,0,5,3,2,0,0.625,367,83,75,8,42,3,77,51,47
신재웅,1972년 10월 10일,공주고-경성대,한국,1997,한화,3.67,30,2,2,6,7,0,0,0.462,567,135,112,20,64,4,93,63,55
신재웅,1972년 10월 10일,공주고-경성대,한국,1998,한화,5.9,30,0,0,5,11,0,0,0.313,497,111 1/3,127,17,46,2,97,78,73
신재웅,1972년 10월 10일,공주고-경성대,한국,1999,한화,10.05,9,0,0,0,2,0,0,0,82,14 1/3,23,3,19,0,9,17,16
신재웅,1972년 10월 10일,공주고-경성대,한국,2000,한화,7.2,18,0,0,3,7,0,0,0.3,268,60,65,14,25,1,33,49,48
신재웅,1972년 10월 10일,공주고-경성대,한국,2001,한화,9.17,9,0,0,2,2,0,0,0.5,83,17 2/3,24,5,9,0,9,18,18
신재웅,1972년 10월 10일,공주고-경성대,한국,2002,한화,0,1,0,0,0,0,0,0,0,4, 1/3,2,0,1,0,1,0,0
신정익,1987년 02월 04일,흥무초-경주중-경주고-한민대-SK,한국,2012,SK,5.4,3,0,0,0,0,0,0,0,14,3 1/3,3,1,0,1,0,2,2
신정익,1987년 02월 04일,흥무초-경주중-경주고-한민대-SK,한국,2013,SK,6.75,1,0,0,0,0,0,0,0,8,1 1/3,2,1,1,0,0,2,1
신주영,1984년 02월 15일,우암초-청주중-청주기공고-한화-상무,한국,2003,한화,18,2,0,0,0,0,0,0,0,9,1,4,1,2,0,0,2,2
신주영,1984년 02월 15일,우암초-청주중-청주기공고-한화-상무,한국,2004,한화,5.19,6,0,0,0,0,0,1,0,37,8 2/3,7,4,2,3,3,5,5
신주영,1984년 02월 15일,우암초-청주중-청주기공고-한화-상무,한국,2005,한화,2.36,24,0,0,0,0,0,1,0,139,34 1/3,29,3,7,2,20,10,9
신주영,1984년 02월 15일,우암초-청주중-청주기공고-한화-상무,한국,2006,한화,4.4,8,0,0,1,1,0,0,0.5,66,14 1/3,17,1,8,1,6,8,7
신주영,1984년 02월 15일,우암초-청주중-청주기공고-한화-상무,한국,2011,한화,6.43,42,0,0,4,2,2,1,0.667,166,35,50,1,12,1,22,27,25
신주영,1984년 02월 15일,우암초-청주중-청주기공고-한화-상무,한국,2012,한화,16.2,3,0,0,0,0,0,0,0,17,3 1/3,5,2,1,1,2,7,6
신창수,1974년 04월 25일,성균관대,한국,1997,LG,0,1,0,0,0,0,0,0,0,1, 1/3,0,0,0,0,0,0,0
신철인,1977년 05월 22일,청원초-청원중-경동고-제주관광대,한국,2000,현대,4.28,31,0,0,6,4,1,2,0.6,333,75 2/3,66,5,43,1,92,39,36
신철인,1977년 05월 22일,청원초-청원중-경동고-제주관광대,한국,2001,현대,2.8,57,0,0,6,6,13,5,0.5,399,96 1/3,88,5,37,2,91,34,30
신철인,1977년 05월 22일,청원초-청원중-경동고-제주관광대,한국,2002,현대,4.53,40,0,0,2,1,1,5,0.667,245,55 2/3,60,4,18,3,54,29,28
신철인,1977년 05월 22일,청원초-청원중-경동고-제주관광대,한국,2003,현대,3.07,52,0,0,3,2,1,10,0.6,327,76 1/3,59,10,40,4,88,28,26
신철인,1977년 05월 22일,청원초-청원중-경동고-제주관광대,한국,2004,현대,2.48,29,0,0,1,0,0,1,1,121,29,24,3,11,2,30,8,8
신철인,1977년 05월 22일,청원초-청원중-경동고-제주관광대,한국,2005,현대,0,2,0,0,0,0,0,0,0,5,1 1/3,1,0,0,0,1,0,0
신철인,1977년 05월 22일,청원초-청원중-경동고-제주관광대,한국,2006,현대,2.22,65,0,0,2,3,1,17,0.4,326,77,56,4,30,8,85,25,19
신철인,1977년 05월 22일,청원초-청원중-경동고-제주관광대,한국,2008,우리,3.6,13,0,0,0,0,0,2,0,45,10,9,2,5,1,8,4,4
신철인,1977년 05월 22일,청원초-청원중-경동고-제주관광대,한국,2009,히어로즈,6.42,46,0,0,2,4,6,6,0.333,200,47 2/3,46,5,13,3,50,36,34
신태순,1962년 02월 13일,광주상고-단국대,한국,1985,해태,3.64,21,0,0,0,6,0,0,0,316,71 2/3,77,6,29,5,25,39,29
신태순,1962년 02월 13일,광주상고-단국대,한국,1986,해태,20.25,1,0,0,0,0,0,0,0,10,1 1/3,4,0,1,0,0,4,3
신태중,1955년 06월 27일,고려대,한국,1982,해태,7.52,9,0,0,1,2,0,0,0.333,141,26 1/3,30,3,28,5,7,33,22
신태중,1955년 06월 27일,고려대,한국,1983,해태,40.5,1,0,0,0,1,0,0,0,7, 2/3,5,0,1,0,0,3,3
신태중,1955년 06월 27일,고려대,한국,1984,삼미,6.89,14,0,0,1,6,1,0,0.143,227,48 1/3,55,8,34,4,30,43,37
신태중,1955년 06월 27일,고려대,한국,1985,청보,4.77,34,1,0,3,4,4,0,0.429,459,103 2/3,119,17,42,7,48,72,55
신태중,1955년 06월 27일,고려대,한국,1986,청보,4.74,10,0,0,0,1,0,0,0,114,24 2/3,35,1,10,1,7,15,13
신해수,1987년 11월 30일,수창초-화순중-화순고,한국,2010,한화,0,2,0,0,0,0,0,0,0,7,2,2,0,0,0,1,0,0
신현대,1969년 01월 29일,성균관대,한국,1992,쌍방울,9,5,0,0,0,0,0,0,0,60,11,18,4,8,1,5,12,11
심재학,1972년 10월 18일,영중초-충암중-충암고-고려대-LG-현대-두산-KIA,한국,1999,LG,6.33,15,0,0,3,3,0,0,0.5,219,48 1/3,48,5,34,2,32,37,34
아담,1987년 12월 09일,미국 캘리포니아주립대-NC,미국,2013,NC,4.12,17,0,0,4,8,0,0,0.333,383,91 2/3,93,12,27,1,70,48,42
안병원,1973년 10월 03일,원주명륜초-원주중-원주고-태평양-현대-LG,한국,1992,태평양,4.26,25,6,1,10,8,2,0,0.556,545,126 2/3,124,12,52,8,88,68,60
안병원,1973년 10월 03일,원주명륜초-원주중-원주고-태평양-현대-LG,한국,1993,태평양,3.02,22,9,1,4,10,0,0,0.286,709,170,164,8,60,4,100,70,57
안병원,1973년 10월 03일,원주명륜초-원주중-원주고-태평양-현대-LG,한국,1994,태평양,3.4,25,2,1,11,10,0,0,0.524,619,145 2/3,148,9,47,6,66,55,55
안병원,1973년 10월 03일,원주명륜초-원주중-원주고-태평양-현대-LG,한국,1995,태평양,4.45,19,3,0,4,8,0,0,0.333,509,117 1/3,125,10,39,5,77,63,58
안병원,1973년 10월 03일,원주명륜초-원주중-원주고-태평양-현대-LG,한국,1996,현대,4.47,20,0,0,4,5,0,0,0.444,219,52 1/3,47,5,15,5,31,31,26
안병원,1973년 10월 03일,원주명륜초-원주중-원주고-태평양-현대-LG,한국,1997,현대,4.76,37,0,0,4,9,1,0,0.308,544,123,122,15,58,7,97,75,65
안병원,1973년 10월 03일,원주명륜초-원주중-원주고-태평양-현대-LG,한국,1998,현대,4.21,20,0,0,2,0,1,0,1,162,36 1/3,35,4,16,3,23,20,17
안병원,1973년 10월 03일,원주명륜초-원주중-원주고-태평양-현대-LG,한국,1999,LG,12.54,7,0,0,0,3,0,0,0,150,28,51,9,11,2,17,42,39
안병원,1973년 10월 03일,원주명륜초-원주중-원주고-태평양-현대-LG,한국,2000,LG,5.29,17,0,0,6,3,0,0,0.667,296,68,77,10,22,2,40,42,40
안병원,1973년 10월 03일,원주명륜초-원주중-원주고-태평양-현대-LG,한국,2001,LG,7.39,23,0,0,1,8,0,0,0.111,387,80 1/3,102,9,47,6,38,71,66
안병원,1973년 10월 03일,원주명륜초-원주중-원주고-태평양-현대-LG,한국,2002,LG,4.62,8,0,0,0,3,0,0,0,118,25 1/3,26,4,10,6,15,20,13
안병원,1973년 10월 03일,원주명륜초-원주중-원주고-태평양-현대-LG,한국,2003,LG,0,1,0,0,0,0,0,0,0,4, 2/3,2,0,0,0,0,0,0
안성수,1965년 05월 20일,한양대,한국,1988,빙그레,13.5,1,0,0,0,1,0,0,0,13,2,5,0,2,0,0,3,3
안언학,1962년 01월 06일,중앙고-고려대,한국,1985,MBC,9,10,0,0,0,2,0,0,0,74,15,19,1,9,2,4,17,15
안영진,1983년 09월 03일,남산초-천안북중-북일고-성균관대,한국,2011,한화,3.18,5,0,0,0,0,0,0,0,24,5 2/3,5,1,2,1,1,2,2
안영진,1983년 09월 03일,남산초-천안북중-북일고-성균관대,한국,2012,한화,6.75,4,0,0,0,0,0,0,0,30,5 1/3,7,0,6,1,4,10,4
안윤호,1972년 03월 23일,동아대,한국,1995,삼성,0,1,0,0,0,0,0,0,0,3, 2/3,1,0,0,0,0,0,0
안창완,1961년 12월 05일,부산고-건국대,한국,1984,롯데,1.67,27,0,0,3,3,0,0,0.5,297,70,72,6,28,3,39,20,13
안창완,1961년 12월 05일,부산고-건국대,한국,1985,롯데,3.12,2,0,0,0,1,0,0,0,39,8 2/3,9,1,3,0,4,7,3
안창완,1961년 12월 05일,부산고-건국대,한국,1986,롯데,6.75,4,0,0,0,0,0,0,0,34,6 2/3,10,3,4,0,0,7,5
안창완,1961년 12월 05일,부산고-건국대,한국,1987,롯데,4.21,20,0,0,1,3,3,0,0.25,225,51 1/3,47,2,34,1,29,26,24
안창완,1961년 12월 05일,부산고-건국대,한국,1988,롯데,4.33,29,0,0,1,3,2,0,0.25,259,62 1/3,56,3,26,0,26,31,30
안창완,1961년 12월 05일,부산고-건국대,한국,1989,롯데,5.5,17,0,0,2,1,0,0,0.667,188,37 2/3,52,4,28,0,21,24,23
안창완,1961년 12월 05일,부산고-건국대,한국,1990,롯데,4.94,32,0,0,1,1,1,0,0.5,140,31,40,4,13,1,7,17,17
안창완,1961년 12월 05일,부산고-건국대,한국,1991,롯데,3.27,9,0,0,0,0,0,0,0,48,11,9,2,7,1,10,6,4
애킨스,1977년 08월 30일,웨인고-미국 오클라호마대-롯데,미국,2009,롯데,3.83,50,0,0,3,5,26,0,0.375,214,49 1/3,49,4,22,3,29,21,21
앤더슨,1966년 07월 03일,미국 사우스웨스트 텍사스대,미국,1998,LG,3.56,45,0,0,4,7,21,0,0.364,236,55 2/3,53,4,19,4,30,27,22
앤더슨,1966년 07월 03일,미국 사우스웨스트 텍사스대,미국,1999,쌍방울,6.75,19,1,0,2,9,0,0,0.182,336,69 1/3,94,12,41,5,31,57,52
앤서니,1982년 10월 28일,미국 노던고-KIA,미국,2012,KIA,3.83,32,0,0,11,13,1,0,0.458,745,171 2/3,174,15,67,7,94,84,73
앤서니,1982년 10월 28일,미국 노던고-KIA,미국,2013,KIA,4.5,30,0,0,0,3,20,0,0,159,36,42,1,15,3,25,18,18
얀,1975년 06월 22일,도미니카,도미니카,2008,SK,2.15,17,0,0,1,2,6,0,0.333,118,29 1/3,24,1,8,0,17,7,7
양상문,1961년 03월 24일,대연초-동성중-부산고-고려대-롯데-청보-태평양,한국,1985,롯데,3.83,33,1,1,6,3,4,0,0.667,446,101,120,7,25,5,58,57,43
양상문,1961년 03월 24일,대연초-동성중-부산고-고려대-롯데-청보-태평양,한국,1986,롯데,1.93,21,0,0,1,2,0,0,0.333,145,37 1/3,27,2,9,5,21,8,8
양상문,1961년 03월 24일,대연초-동성중-부산고-고려대-롯데-청보-태평양,한국,1987,청보,3.1,36,13,3,12,13,0,0,0.48,863,209 1/3,188,18,66,5,84,87,72
양상문,1961년 03월 24일,대연초-동성중-부산고-고려대-롯데-청보-태평양,한국,1988,태평양,3.83,38,8,1,9,12,3,0,0.429,722,169 1/3,185,12,54,2,68,89,72
양상문,1961년 03월 24일,대연초-동성중-부산고-고려대-롯데-청보-태평양,한국,1989,태평양,3.28,35,4,0,8,11,4,0,0.421,649,161 2/3,131,12,71,6,91,60,59
양상문,1961년 03월 24일,대연초-동성중-부산고-고려대-롯데-청보-태평양,한국,1990,태평양,3.22,34,6,4,11,9,1,0,0.55,673,162 1/3,151,10,55,2,68,72,58
양상문,1961년 03월 24일,대연초-동성중-부산고-고려대-롯데-청보-태평양,한국,1991,태평양,3.5,25,3,1,6,9,1,0,0.4,518,123 1/3,122,6,45,1,80,54,48
양상문,1961년 03월 24일,대연초-동성중-부산고-고려대-롯데-청보-태평양,한국,1992,태평양,4.55,28,1,0,7,8,0,0,0.467,626,144 1/3,134,22,76,2,83,78,73
양상문,1961년 03월 24일,대연초-동성중-부산고-고려대-롯데-청보-태평양,한국,1993,태평양,4.46,22,4,0,3,12,0,0,0.2,456,101,110,9,46,4,46,62,50
양성제,1980년 12월 16일,대신초-중앙중-부산고-동의대-롯데,한국,2003,롯데,4.89,50,0,0,1,6,0,6,0.143,451,99 1/3,121,12,37,9,42,65,54
양성제,1980년 12월 16일,대신초-중앙중-부산고-동의대-롯데,한국,2004,롯데,6.75,2,0,0,0,1,0,0,0,31,5 1/3,12,0,1,1,5,6,4
양승진,1987년 04월 19일,삼전초-춘천중-춘천고-(영남사이버대)-한화,한국,2008,한화,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
양승진,1987년 04월 19일,삼전초-춘천중-춘천고-(영남사이버대)-한화,한국,2009,한화,6,3,0,0,0,0,0,0,0,18,3,4,0,3,2,1,2,2
양승진,1987년 04월 19일,삼전초-춘천중-춘천고-(영남사이버대)-한화,한국,2010,한화,8.93,17,0,0,1,5,0,0,0.167,232,45 1/3,60,10,33,4,37,49,45
양승진,1987년 04월 19일,삼전초-춘천중-춘천고-(영남사이버대)-한화,한국,2011,LG,3.86,5,0,0,0,0,0,0,0,14,2 1/3,2,0,5,0,3,1,1
양승진,1987년 04월 19일,삼전초-춘천중-춘천고-(영남사이버대)-한화,한국,2012,LG,40.5,1,0,0,0,0,0,0,0,7, 2/3,3,0,2,0,0,3,3
양승철,1973년 04월 04일,진흥고,한국,1992,해태,6.39,11,0,0,0,2,0,0,0,118,25 1/3,36,2,8,1,6,18,18
양승철,1973년 04월 04일,진흥고,한국,1993,해태,4.86,38,0,0,4,0,2,0,1,377,87,104,14,20,6,41,55,47
양승철,1973년 04월 04일,진흥고,한국,1994,해태,9,1,0,0,0,0,0,0,0,10,2,3,1,0,0,0,3,2
양윤기,1974년 05월 22일,유신고,한국,1993,태평양,0,2,0,0,0,0,0,0,0,15,3 2/3,2,0,1,0,7,0,0
양윤기,1974년 05월 22일,유신고,한국,1996,현대,0,1,0,0,0,0,0,0,0,7,1,0,0,2,0,1,3,0
양일환,1961년 06월 10일,대구초-대구중-대구상고-건국대-삼성,한국,1983,삼성,3.22,32,4,0,9,7,1,0,0.563,738,176 1/3,155,12,63,11,63,82,63
